date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:01:52	15449/15449	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:52%20GMT	http://tongdai-fpt.com/fpt-play-box	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/fpt-play-box.html	(from http://tongdai-fpt.com/)
09:01:52	20800/20800	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:52%20GMT	http://tongdai-fpt.com/ho-tro	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/ho-tro.html	(from http://tongdai-fpt.com/)
09:01:53	10806/10806	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202019%2002:01:53%20GMT	http://tongdai-fpt.com/lien-he	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/lien-he.html	(from http://tongdai-fpt.com/)
09:01:59	95957/95957	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2015:04:42%20GMT	http://tongdai-fpt.com/catalog/view/theme/fptconnect/javascript/jquery.min.js?v=1.0	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/catalog/view/theme/fptconnect/javascript/jquery.minc619.js	(from http://tongdai-fpt.com/)
09:01:59	147829/147829	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Feb%202019%2013:51:26%20GMT	http://tongdai-fpt.com/image/cache/catalog/slider/banner-fpt-bgg-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/slider/banner-fpt-bgg-1200x630.jpg	(from http://tongdai-fpt.com/)
09:02:00	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Mar%202019%2002:02:00%20GMT	http://fptbacgiang.net/image/catalog/fpthot.gif	C:/Users/bangn/Desktop/FPT/fptbacgiang.net/image/catalog/fpthot.f.delayed	(from http://tongdai-fpt.com/)
09:02:00	2129/2129	---M--	200	added ('OK')	image/gif	date:Wed,%2021%20Feb%202018%2010:49:57%20GMT	https://fptbacgiang.net/image/catalog/fpthot.gif	C:/Users/bangn/Desktop/FPT/fptbacgiang.net/image/catalog/fpthot.gif	(from http://tongdai-fpt.com/)
09:02:12	65986/65986	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Feb%202019%2015:13:05%20GMT	http://tongdai-fpt.com/image/catalog/anh/bao-gia-combo-2019.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/anh/bao-gia-combo-2019.png	(from http://tongdai-fpt.com/)
09:02:23	195220/195220	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Feb%202019%2013:51:24%20GMT	http://tongdai-fpt.com/image/cache/catalog/slider/banner-fpt-bgg-1920x580.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/slider/banner-fpt-bgg-1920x580.jpg	(from http://tongdai-fpt.com/)
09:02:31	116449/116449	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Feb%202019%2015:13:05%20GMT	http://tongdai-fpt.com/image/catalog/anh/bao-gia-doanh-nghiep-fpt.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/anh/bao-gia-doanh-nghiep-fpt.jpg	(from http://tongdai-fpt.com/)
